Tytuł,Firma,Data opublikowania,Wynagrodzenie,Technologie,Link
Junior Frontend Developer,GEEK MINDS sp. z o.o.,2025-01-04,5 000–12 000,"['React.js', 'HTML', 'CSS', 'REST', 'JavaScript']","https://www.pracuj.pl/praca/junior-frontend-developer-krakow,oferta,1003786507?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY="
Analityk Wdrożeniowy,Transition Technologies–Systems Sp. z o. o.,2025-01-04,6 500–9 000,"['Enterprise Architect', 'SQL', 'BPMN', 'UML']","https://www.pracuj.pl/praca/analityk-wdrozeniowy-warszawa-dzielna-60,oferta,1003805707?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY="
Junior C# Developer,Catalogic Software,2025-01-04,5 000–10 000,"['C#', '.NET Core', 'SQL', 'Entity Framework']","https://www.pracuj.pl/praca/junior-c%23-developer-warszawa-aleje-jerozolimskie-132,oferta,1003787524?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY="
GenAI/LLM Internship Program (She/He/They),Accenture Technology,2025-01-04,Brak wynagrodzenia,"['AI', 'LLM', 'GenAI']","https://www.pracuj.pl/praca/genai-llm-internship-program-she-he-they-warszawa,oferta,1003796349?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY="
Junior SQL C# .NET Automation Software Programmer,E80 Group Sp. z o.o.,2025-01-04,Brak wynagrodzenia,"['SQL', 'C#', '.NET']","https://www.pracuj.pl/praca/junior-sql-c%23-net-automation-software-programmer-krakow-profesora-michala-zyczkowskiego-19,oferta,1003805329?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY="
Internship - Java Intern for IoT Solutions,Samsung R&D Institute Poland,2025-01-04,Brak wynagrodzenia,"['Java', 'Spring', 'SQL', 'HTML', 'CSS', 'JavaScript', 'Linux']","https://www.pracuj.pl/praca/internship-java-intern-for-iot-solutions-warszawa-plac-europejski-1,oferta,1003782004?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY="
Młodszy/-a Konsultant/-ka Service Desk,Axians IT Poland Sp. z o.o.,2025-01-04,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-a-konsultant-ka-service-desk-warszawa-staniewicka-12,oferta,1003805046?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY="
Junior React Developer,QUERCUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-01-04,Brak wynagrodzenia,"['React.js', 'JavaScript', 'Git']","https://www.pracuj.pl/praca/junior-react-developer-lodz-prezydenta-gabriela-narutowicza-34,oferta,1003781551?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY="
Junior Java Developer,QUERCUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-01-04,Brak wynagrodzenia,"['Java', 'Spring Framework', 'Spring Boot', 'JPA', 'Hibernate', 'REST', 'JMS API', 'Kubernetes', 'Docker']","https://www.pracuj.pl/praca/junior-java-developer-lodz-prezydenta-gabriela-narutowicza-34,oferta,1003781545?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY="
Junior Node.js Developer,QUERCUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-01-04,Brak wynagrodzenia,"['Node.js', 'JavaScript', 'npm', 'Git', 'Express', 'NestJS', 'MongoDB', 'MySQL', 'REST']","https://www.pracuj.pl/praca/junior-node-js-developer-lodz-prezydenta-gabriela-narutowicza-34,oferta,1003781540?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Customer Technical Support with English - Back office,Concentrix CVG International Sp. z o.o.,2025-01-03,4 800,Brak technologii,"https://www.pracuj.pl/praca/customer-technical-support-with-english-back-office-szczecin-plac-brama-portowa-1,oferta,1003804581?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Młodszy specjalista / Młodsza specjalistka ds. helpdesk,Poznański Park Naukowo-Technologiczny Fundacji UAM,2025-01-03,Brak wynagrodzenia,['Windows Server'],"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-helpdesk-poznan,oferta,1003813394?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Młodszy Programista Testów Automatycznych,AXA IT Solutions,2025-01-03,7 500–13 440,"['Selenium', 'HTML', 'REST API']","https://www.pracuj.pl/praca/mlodszy-programista-testow-automatycznych-warszawa-chlodna-51,oferta,1003776472?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Tester manualny / Testerka manualna,SOFTRA SYSTEMY INFORMATYCZNE WOJCIECH LEWANDOWSKI,2025-01-03,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/tester-manualny-testerka-manualna-poznan-swietego-michala-43,oferta,1003813091?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Młodszy analityk danych logistycznych,C.H. Robinson,2025-01-03,Brak wynagrodzenia,"['SQL', 'Python']","https://www.pracuj.pl/praca/mlodszy-analityk-danych-logistycznych-gliwice,oferta,1003795045?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Programista,TechniSat Digital Sp. z.o.o,2025-01-03,Brak wynagrodzenia,"['C#', 'SQL', 'JavaScript', 'Visual Studio', 'XML', 'Json', 'ETL (SSIS)', 'Java', 'MySQL', 'T-SQL', 'Git']","https://www.pracuj.pl/praca/programista-siemianice-pow-trzebnicki-poznanska-2,oferta,1003797515?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Brak tytułu,Wipro IT Services,2025-01-03,Brak wynagrodzenia,Brak technologii,Brak linku
Junior IT Helpdesk Specialist,RITS Professional Services Sp. z o.o.,2025-01-03,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/junior-it-helpdesk-specialist-warszawa-zelazna-51-53,oferta,1003812936?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Młodszy Analityk IT,Wielton SA,2025-01-03,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-analityk-it-wielun-fabryczna-8,oferta,1003794979?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Junior Software Developer,BESO LUX SP Z O O,2025-01-03,Brak wynagrodzenia,"['Python', 'Git']","https://www.pracuj.pl/praca/junior-software-developer-lodz-ulica-generala-jaroslawa-dabrowskiego-234,oferta,1003794950?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Junior Fullstack (Java) Developer,Smart4Aviation,2025-01-03,Brak wynagrodzenia,"['Java', 'Vue.js', 'Spring Framework', 'Hibernate', 'JavaScript']","https://www.pracuj.pl/praca/junior-fullstack-java-developer-krakow-krolewska-57,oferta,1003797403?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Specjalista ds. IT,BESO LUX SP Z O O,2025-01-03,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/specjalista-ds-it-lodz-ulica-generala-jaroslawa-dabrowskiego-234,oferta,1003794925?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Mł. Specjalista /Mł. Specjalistka ds. Bezpieczeństwa SOC L1,T-Mobile,2025-01-03,Brak wynagrodzenia,"['HTTP', 'SSH', 'SMTP', 'DNS', 'Windows', 'Linux', 'Unix']","https://www.pracuj.pl/praca/ml-specjalista-ml-specjalistka-ds-bezpieczenstwa-soc-l1-warszawa-marynarska-12,oferta,1003812766?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Junior C# developer (m/k),SANHA Polska Sp. z o. o.,2025-01-03,Brak wynagrodzenia,"['.NET', 'C#', 'REST', 'SQL']","https://www.pracuj.pl/praca/junior-c%23-developer-m-k-legnica-poznanska-49,oferta,1003803457?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Programista / Programistka Java,MIND YOUR SOFT sp. z o.o.,2025-01-03,11 000–19 000,Brak technologii,"https://www.pracuj.pl/praca/programista-programistka-java-wroclaw,oferta,1003794462?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Junior Application Software Developer (m/f/d),Diehl Controls Polska,2025-01-03,Brak wynagrodzenia,"['VB.NET', 'C#']","https://www.pracuj.pl/praca/junior-application-software-developer-m-f-d-namyslow-kazimierza-pulaskiego-6,oferta,1003794209?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Brak tytułu,ING Bank Śląski S.A.,2025-01-03,Brak wynagrodzenia,['SQL'],Brak linku
Junior Project Manager,Pratt & Whitney Rzeszów S.A,2025-01-03,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/junior-project-manager-rzeszow,oferta,1003811915?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Młodszy Specjalista ds. IT,HRK S.A.,2025-01-03,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-it-warszawa,oferta,1003796436?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Stanowisko ds. ryzyka informatycznego ICT,Mazovia Bank Spółdzielczy,2025-01-03,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/stanowisko-ds-ryzyka-informatycznego-ict-gora-kalwaria,oferta,1003796407?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Junior IT Support Engineer,Experis,2025-01-03,Brak wynagrodzenia,['Active Directory'],"https://www.pracuj.pl/praca/junior-it-support-engineer-warszawa,oferta,1003811767?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Młodszy Programista Android,EXORIGO UPOS S.A.,2025-01-03,Brak wynagrodzenia,"['Java', 'Kotlin', 'Android SDK', 'Android Studio', 'Gradle', 'C', 'C++', 'Python', 'PHP', 'Git', 'SVN']","https://www.pracuj.pl/praca/mlodszy-programista-android-gliwice-bojkowska-35,oferta,1003793911?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Carve-out Data Administrator,ZF Group,2025-01-03,Brak wynagrodzenia,"['SharePoint', 'Power Automate', 'Power Apps', 'Power BI']","https://www.pracuj.pl/praca/carve-out-data-administrator-czestochowa-ekonomiczna-19,oferta,1003793866?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Specjalista wsparcia informatycznego,PAWEŁ BORUCH SUNSECO,2025-01-03,Brak wynagrodzenia,"['Linux', 'Windows Server']","https://www.pracuj.pl/praca/specjalista-wsparcia-informatycznego-krakow,oferta,1003811552?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Młodszy specjalista ds. aplikacji biznesowych,Tubes International Sp. z o.o.,2025-01-03,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-aplikacji-biznesowych-poznan-bystra-15a,oferta,1003802944?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Mobilny technik serwisu,"""ALIBABA"" CENTRUM SERWISOWE sp. z o.o.",2025-01-03,6 500–7 400,Brak technologii,"https://www.pracuj.pl/praca/mobilny-technik-serwisu-lodz,oferta,1003781937?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Młodszy Operator ds. Monitoringu Sieci IT,Aplitt Sp. z o.o.,2025-01-03,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-operator-ds-monitoringu-sieci-it-gdansk-arkonska-11,oferta,1003811285?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Junior Python Test Developer,Experis,2025-01-03,8 400–14 112 zł netto (+ VAT) / mies.,['Python'],"https://www.pracuj.pl/praca/junior-python-test-developer-gdansk,oferta,1003793540?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Customer Support Advisor with German,Concentrix CVG International Sp. z o.o.,2025-01-03,7 000–7 500 zł brutto / mies.,Brak technologii,"https://www.pracuj.pl/praca/customer-support-advisor-with-german-szczecin,oferta,1003793516?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
.NET Junior Developer,HALFBIT sp. z o.o.,2025-01-02,Brak wynagrodzenia,"['.NET', 'PostgreSQL']","https://www.pracuj.pl/praca/net-junior-developer-ostrow-wielkopolski,oferta,1003810563?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Junior C# Software Developer,Instytut Studiów Programistycznych S.A.,2025-01-02,Brak wynagrodzenia,"['SQL', 'C#', '.NET']","https://www.pracuj.pl/praca/junior-c%23-software-developer-warszawa-brukselska-14,oferta,1003788832?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Technik Informatyk,LipCo Foods: SuperDrob | CPF Poland,2025-01-02,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/technik-informatyk-lukow,oferta,1003810427?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Junior Data Analyst,"North of South Capital, LLP",2025-01-02,Brak wynagrodzenia,['Microsoft Excel'],"https://www.pracuj.pl/praca/junior-data-analyst-borkowo-pow-gdanski-sadowa-12-a,oferta,1003810306?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Specjalista ds. IT – 1 linia wsparcia,Emil Frey Polska Sp. z o.o.,2025-01-02,Brak wynagrodzenia,['Active Directory'],"https://www.pracuj.pl/praca/specjalista-ds-it-1-linia-wsparcia-warszawa-migdalowa-4,oferta,1003792481?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Asystent Helpdesk,Devire,2025-01-02,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/asystent-helpdesk-warszawa,oferta,1003809994?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Administratorka / Administrator baz danych Oracle,PKO Bank Polski SA,2025-01-02,Brak wynagrodzenia,"['PostgreSQL', 'MySQL', 'Oracle', 'SQL']","https://www.pracuj.pl/praca/administratorka-administrator-baz-danych-oracle-warszawa-chmielna-89,oferta,1003792363?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Pracownik biura obsługi abonenta i pomocy technicznej,"STOWARZYSZENIE TELEWIZJI KABLOWEJ ""RET-SAT 1""",2025-01-02,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/pracownik-biura-obslugi-abonenta-i-pomocy-technicznej-lodz-balonowa-38,oferta,1003800383?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Administrator SAP,NIRAS SP. Z O.O.,2025-01-02,Brak wynagrodzenia,['SAP'],"https://www.pracuj.pl/praca/administrator-sap-wroclaw-strzegomska-138,oferta,1003809440?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Software Engineering Internship Program 2025,Dell Technologies,2025-01-02,Brak wynagrodzenia,"['Python', 'C', 'C++', 'Golang', 'Java', 'SQL', 'NoSQL']","https://www.pracuj.pl/praca/software-engineering-internship-program-2025-warszawa-inflancka-4a,oferta,1003791415?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Programista / Programistka Flutter,CODEHOME sp. z o.o.,2025-01-01,4 800–11 200,"['Flutter', 'Dart', 'RESTful API']","https://www.pracuj.pl/praca/programista-programistka-flutter-warszawa-plac-bankowy-2,oferta,1003783533?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Konsultant Serwisowy SAP MM,All for One Poland,2025-01-01,Brak wynagrodzenia,['SAP'],"https://www.pracuj.pl/praca/konsultant-serwisowy-sap-mm-zlotniki-pow-poznanski,oferta,1003792986?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Płatny staż w dziale IT (IT Service Desk Consultant),Glamox sp. z o.o.,2025-01-01,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/platny-staz-w-dziale-it-it-service-desk-consultant-krakow,oferta,1003792803?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Trainee in Global IT Contracts,DSV ISS,2025-01-01,Brak wynagrodzenia,['Microsoft Excel'],"https://www.pracuj.pl/praca/trainee-in-global-it-contracts-warszawa-tasmowa-10,oferta,1003790686?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
HR IT Service Desk Agent with German,Advisory Group TEST Human Resources,2025-01-01,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/hr-it-service-desk-agent-with-german-krakow,oferta,1003790187?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Junior Machine Learning Engineer,SENSORBITE PROSTA S.A.,2025-01-01,Brak wynagrodzenia,"['JavaScript', 'Python', 'PostgreSQL', 'GitLab']","https://www.pracuj.pl/praca/junior-machine-learning-engineer-warszawa,oferta,1003781942?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
The RedCompass Labs Academy – Business Analyst / Consultant,RedCompass Labs,2025-01-01,8 000 zł brutto / mies.,Brak technologii,"https://www.pracuj.pl/praca/the-redcompass-labs-academy-business-analyst-consultant-warszawa-prosta-20,oferta,1003791548?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Help Desk with German,Genpact PL,2025-01-01,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/help-desk-with-german-wroclaw,oferta,1003789359?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
L1 Support Engineer with German,Genpact PL,2025-01-01,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/l1-support-engineer-with-german-wroclaw,oferta,1003789357?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Specjalistka / Specjalista w zespole rozwoju technologii i usług (zarządzanie projektami),PKO Bank Polski SA,2024-12-31,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/specjalistka-specjalista-w-zespole-rozwoju-technologii-i-uslug-zarzadzanie-proje-warszawa-chmielna-89,oferta,1003789142?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0"
Brak tytułu,SIMPLE S.A.,2024-12-31,Brak wynagrodzenia,Brak technologii,Brak linku
Junior Customer Support Consultant,NAV24 sp. z o.o.,2024-12-31,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/junior-customer-support-consultant-bielsko-biala-towarowa-2,oferta,1003788673?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Brak tytułu,Orange Polska,2024-12-31,Brak wynagrodzenia,"['Docker', 'Kubernetes', 'Python']",Brak linku
Junior .NET Developer,BPX S.A.,2024-12-31,Brak wynagrodzenia,"['C#', '.NET']","https://www.pracuj.pl/praca/junior-net-developer-wroclaw,oferta,1003788619?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Młodszy/a Specjalista/ka ds. Projektów IT / Junior IT Project Manager,MOREBIT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2024-12-31,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-a-specjalista-ka-ds-projektow-it-junior-it-project-manager-warszawa-tytusa-chalubinskiego-8,oferta,1003788445?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Specjalista ds zarządzania procesami IT KTW,LS TECHNICS sp. z o.o.,2024-12-31,6 000–8 000 zł brutto / mies.,"['Jira', 'Confluence', 'UML']","https://www.pracuj.pl/praca/specjalista-ds-zarzadzania-procesami-it-ktw-pyrzowice-pow-tarnogorski-centralna-5,oferta,1003780745?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Młodszy Specjalista ds. Wsparcia IT,Essilor Optical Laboratory Polska Sp. z o.o.,2024-12-31,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-wsparcia-it-warszawa-annopol-3,oferta,1003790433?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Oferta testowa Pracuj.pl [2412161140],Firma testowa eRecruiter 4,2024-12-31,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/oferta-testowa-pracuj-pl-2412161140-cierzpiety-pow-mragowski-1,oferta,1003787706?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Junior IT Specialist,Vasco Electronics Góralski Group Spółka Komandytowo-Akcyjna,2024-12-31,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/junior-it-specialist-trzebinia-kopalniana-2a,oferta,1003787467?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Tester Automatyzujący,Verestro S.A.,2024-12-31,Brak wynagrodzenia,"['Selenium', 'Jira', 'Playwright', 'Cypress', 'Postman']","https://www.pracuj.pl/praca/tester-automatyzujacy-lublin-rusalka-17,oferta,1003789782?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
RPA Junior Developer,OFFICE SAMURAI,2024-12-31,4 700–8 400,Brak technologii,"https://www.pracuj.pl/praca/rpa-junior-developer-krakow-wojciecha-weissa-7,oferta,1003780008?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
IT Assistant & Project Controlling,GG CABLES & WIRES POLAND sp. z o.o.,2024-12-31,Brak wynagrodzenia,['ERP Systems'],"https://www.pracuj.pl/praca/it-assistant-project-controlling-gliwice-tadeusza-kosciuszki-1c,oferta,1003779895?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Pracownik zespołu szkoleniowo - utrzymaniowego z językiem węgierskim,ALLIANCE AUTOMOTIVE SYSTEMS SP. Z O.O.,2024-12-31,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/pracownik-zespolu-szkoleniowo-utrzymaniowego-z-jezykiem-wegierskim-poznan-dabrowskiego-29,oferta,1003787085?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Low-code Developer,DOMDATA IDS sp. z o.o.,2024-12-30,Brak wynagrodzenia,"['SQL', 'C#', 'BPMN']","https://www.pracuj.pl/praca/low-code-developer-poznan-aleje-solidarnosci-46,oferta,1003778953?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Administrator systemów IT (serwery aplikacji),SGB-BANK S.A.,2024-12-30,Brak wynagrodzenia,"['JBoss Application Ser', 'Tomcat', 'Docker', 'Apache Airflow', 'Nginx', 'OpenShift']","https://www.pracuj.pl/praca/administrator-systemow-it-serwery-aplikacji-poznan-szarych-szeregow-23a,oferta,1003788633?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
GenAI / Azure Internship,TRANSITION TECHNOLOGIES PSC S.A,2024-12-30,Brak wynagrodzenia,"['NodeJS', 'Git']","https://www.pracuj.pl/praca/genai-azure-internship-lodz-wolczanska-180,oferta,1003788471?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Specjalista ds. baz danych,W.KRUK S.A.,2024-12-30,9 000–11 000 zł brutto / mies.,"['SQL', 'MS SQL']","https://www.pracuj.pl/praca/specjalista-ds-baz-danych-krakow,oferta,1003788395?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Brak tytułu,Capgemini Polska,2024-12-30,Brak wynagrodzenia,"['JIRA', 'Confluence', 'UML', 'BPMN', 'MS Power Point', 'Domain Driven Design', 'Google Design Sprints']",Brak linku
Specjalista w Zespole Obsługi Informatycznej,BANK SPÓŁDZIELCZY W ANDRESPOLU,2024-12-30,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/specjalista-w-zespole-obslugi-informatycznej-andrespol-pow-lodzki-wschodni-rokicinska-130a,oferta,1003788239?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Płatny staż w Zespole Rozpoznawania Obrazów,Asseco Business Solutions S.A.,2024-12-30,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/platny-staz-w-zespole-rozpoznawania-obrazow-lublin-konrada-wallenroda-4c,oferta,1003794280?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Junior/Regular Project Manager,Asseco Cloud Sp. z o.o.,2024-12-30,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/junior-regular-project-manager-szczecin-krolowej-korony-polskiej-21,oferta,1003787632?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Konsultant wdrożeniowy systemu ERP,Asseco Business Solutions S.A.,2024-12-30,Brak wynagrodzenia,['SQL'],"https://www.pracuj.pl/praca/konsultant-wdrozeniowy-systemu-erp-warszawa-adama-branickiego-13,oferta,1003805463?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Młodszy administrator IT,Greenin Sp. z o.o.,2024-12-30,6 200–7 600 zł brutto / mies.,['Windows'],"https://www.pracuj.pl/praca/mlodszy-administrator-it-warszawa-aleja-jerzego-waszyngtona-40a,oferta,1003786503?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Administrator systemów informatycznych,LELLEK Sp. z o.o.,2024-12-30,Brak wynagrodzenia,"['SQL', 'Active Directory']","https://www.pracuj.pl/praca/administrator-systemow-informatycznych-sopot,oferta,1003787456?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
IT implementation - Internship,ABB Sp. z o.o.,2024-12-30,Brak wynagrodzenia,['Microsoft Excel'],"https://www.pracuj.pl/praca/it-implementation-internship-krakow-przy-rondzie-4,oferta,1003774982?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Specjalista_ka ds. Narzędzi IT,Stowarzyszenie WIOSNA,2024-12-30,5 000–9 000,"['Power Platform', 'Power Apps', 'Power Automate', 'Dataverse']","https://www.pracuj.pl/praca/specjalista-ka-ds-narzedzi-it-krakow-wielicka-20,oferta,1003799734?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Pracownik do działu wsparcia systemów IT,Pika Sp. z o.o.,2024-12-30,Brak wynagrodzenia,"['SQL', 'PostgreSQL', 'MongoDB']","https://www.pracuj.pl/praca/pracownik-do-dzialu-wsparcia-systemow-it-gdansk-spadochroniarzy-7,oferta,1003786794?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Informatyk - Uczestnik 48. Wyprawy Polarnej IGF PAN do polskiej stacji polarnej Hornsund na Spitsbergenie,Instytut Geofizyki Polskiej Akademii Nauk,2024-12-30,Brak wynagrodzenia,['Linux'],"https://www.pracuj.pl/praca/informatyk-uczestnik-48-wyprawy-polarnej-igf-pan-do-polskiej-stacji-polarnej-hor-warszawa-ksiecia-janusza-64,oferta,1003804890?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Junior DevOps Engineer,CloudForge,2024-12-29,Brak wynagrodzenia,"['AWS', 'Microsoft Azure', 'Google Cloud Platform', 'Terraform', 'Docker', 'Kubernetes', 'Python', 'Bash']","https://www.pracuj.pl/praca/junior-devops-engineer-warszawa,oferta,1003793634?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
SQL Developer,ARDIX POLAND sp. z o.o.,2024-12-28,7 000–14 000,['MySQL'],"https://www.pracuj.pl/praca/sql-developer-tychy,oferta,1003785994?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Technical Supporter with German,Concentrix CVG International Sp. z o.o.,2024-12-28,7 000–7 500 zł brutto / mies.,Brak technologii,"https://www.pracuj.pl/praca/technical-supporter-with-german-szczecin,oferta,1003786087?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Back office specialist with Italian,Concentrix CVG International Sp. z o.o.,2024-12-28,6 500–7 137,Brak technologii,"https://www.pracuj.pl/praca/back-office-specialist-with-italian-szczecin-plac-brama-portowa-1,oferta,1003785767?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
