Tytuł,Firma,Data opublikowania,Wynagrodzenie,Technologie,Link,Wynagrodzenie_min,Wynagrodzenie_max,Waluta,Wynagrodzenie_avg
Junior Delivery Engineer,MASTERBORN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-01-04,5000–10000,"['SQL', 'csv', 'json', 'xml', 'tlog', 'Parquet', 'Python']","https://www.pracuj.pl/praca/junior-delivery-engineer-wroclaw-krupnicza-13,oferta,1003789035?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",5000.0,10000.0,PLN,7500.0
Brak tytułu,Inetum Polska,2025-01-04,Brakwynagrodzenia,['Azure'],Brak linku,,,PLN,
Młodszy Specjalista / Młodsza Specjalistka ds. IT,Novago Sp. z o.o.,2025-01-04,5000–6500złbrutto/mies.,"""""","https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-it-mlawa,oferta,1003806482?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",5000.0,6500.0,PLN,5750.0
Specjalista ds. Informatyki (Helpdesk - I Linia Wsparcia),GEODIS Road Network sp. z o.o.,2025-01-04,Brakwynagrodzenia,"['Android', 'Active Directory']","https://www.pracuj.pl/praca/specjalista-ds-informatyki-helpdesk-i-linia-wsparcia-blonie-spedycyjna-1,oferta,1003797775?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Staż w Departamencie Aktuarialnym (f/m/d),Allianz,2025-01-04,35złbrutto/godz.,"""""","https://www.pracuj.pl/praca/staz-w-departamencie-aktuarialnym-f-m-d-warszawa,oferta,1003797763?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",35.0,,PLN,35.0
Tester manualny,HIRELY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-01-04,8500–10500złnetto(+VAT)/mies.,"['SoapUI', 'SQL']","https://www.pracuj.pl/praca/tester-manualny-wroclaw-plac-teatralny-1,oferta,1003797684?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",8500.0,10500.0,PLN,9500.0
Administrator Sieci i Systemów,CLICO Sp. z o.o.,2025-01-04,Brakwynagrodzenia,"['Active Directory', 'VMware']","https://www.pracuj.pl/praca/administrator-sieci-i-systemow-warszawa,oferta,1003797486?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Internship: Data Engineer & Data Analyst,Accenture Technology,2025-01-04,Brakwynagrodzenia,['SQL'],"https://www.pracuj.pl/praca/internship-data-engineer-data-analyst-warszawa,oferta,1003806287?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Młodszy Administrator IT,Wielton SA,2025-01-04,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-administrator-it-wielun-fabryczna-8,oferta,1003797470?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Application Security Specialist (She/He/They),Accenture Technology,2025-01-04,Brakwynagrodzenia,"['Java', '.NET', 'C#', 'JavaScript', 'Python']","https://www.pracuj.pl/praca/application-security-specialist-she-he-they-warszawa,oferta,1003806282?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Internship in Management Consulting,Accenture Strategy & Consulting,2025-01-04,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/internship-in-management-consulting-warszawa,oferta,1003806258?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Technik serwisu,EXORIGO UPOS S.A.,2025-01-04,Brakwynagrodzenia,"['Windows Server', 'Linux']","https://www.pracuj.pl/praca/technik-serwisu-szczecin,oferta,1003797395?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Młodszy Inżynier ds. Utrzymania Aplikacji (f/m/d),Allianz,2025-01-04,Brakwynagrodzenia,"['Nagios', 'Kibana', 'Zabbix', 'Oracle', 'MSSQL', 'PostgreSQL', 'Jira', 'Confluence', 'AutomateNOW']","https://www.pracuj.pl/praca/mlodszy-inzynier-ds-utrzymania-aplikacji-f-m-d-warszawa-inflancka-4,oferta,1003806213?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Brak tytułu,Bergman Engineering Sp. z o.o.,2025-01-04,Brakwynagrodzenia,"""""",Brak linku,,,PLN,
Junior Linux System Administrator,EXEA Sp. z o.o.,2025-01-04,Brakwynagrodzenia,"['Linux', 'Ubuntu', 'Debian', 'SSH', 'SFTP', 'bash', 'cron', 'systemd', 'Veeam', 'Acronis']","https://www.pracuj.pl/praca/junior-linux-system-administrator-torun-wloclawska-167,oferta,1003806115?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Brak tytułu,Sii Sp. z o.o.,2025-01-04,Brakwynagrodzenia,['.NET'],Brak linku,,,PLN,
Business and systems Analyst (​​Capital Markets or Banking) Internship Program (She/He/They),Accenture Technology,2025-01-04,Brakwynagrodzenia,['SQL'],"https://www.pracuj.pl/praca/business-and-systems-analyst-capital-markets-or-banking-internship-program-she-h-warszawa,oferta,1003778485?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Junior Java/Kotlin Developer,Arvato,2025-01-04,Brakwynagrodzenia,"['Java', 'Kotlin']","https://www.pracuj.pl/praca/junior-java-kotlin-developer-poznan-wierzbiecice-1b,oferta,1003788324?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Administrator Systemów IT,AGROAS sp. z o.o.,2025-01-04,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/administrator-systemow-it-nowa-wies-mala-pow-brzeski-gm-grodkow,oferta,1003796942?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Junior Data Analyst,BESO LUX SP Z O O,2025-01-04,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/junior-data-analyst-lodz-ulica-generala-jaroslawa-dabrowskiego-234,oferta,1003796941?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Junior Cybersecurity Monitoring Analyst (SOC L1),EXEA Sp. z o.o.,2025-01-04,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/junior-cybersecurity-monitoring-analyst-soc-l1-torun-wloclawska-167,oferta,1003805869?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Junior IT Global Service Desk Specialist with Italian and Spanish,Swarovski Global Business Services,2025-01-04,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/junior-it-global-service-desk-specialist-with-italian-and-spanish-gdansk-norwida-5,oferta,1003805711?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Analityk Wdrożeniowy,Transition Technologies–Systems Sp. z o. o.,2025-01-04,6500–9000,"['Enterprise Architect', 'SQL', 'BPMN', 'UML']","https://www.pracuj.pl/praca/analityk-wdrozeniowy-lublin,oferta,1003805713?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",6500.0,9000.0,PLN,7750.0
Specjalista ds. Wsparcia IT / Help Desk Specialist,FLUOR S.A.,2025-01-04,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/specjalista-ds-wsparcia-it-help-desk-specialist-gliwice-prymasa-stefana-wyszynskiego-11,oferta,1003778177?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Junior Fullstack Developer,Transfer Multisort Elektronik Sp. z o.o.,2025-01-04,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/junior-fullstack-developer-lodz-rozalii-1,oferta,1003778059?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
IT Support Engineer (2nd line),NOVOMATIC Technologies Poland Sp. z o.o.,2025-01-04,5000–8000,"['Windows Server', 'SQL', 'Linux']","https://www.pracuj.pl/praca/it-support-engineer-2nd-line-zabierzow-pow-krakowski-krakowska-368,oferta,1003796663?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",5000.0,8000.0,PLN,6500.0
Junior Frontend Developer,GEEK MINDS sp. z o.o.,2025-01-04,5000–12000,"['React.js', 'HTML', 'CSS', 'REST', 'JavaScript']","https://www.pracuj.pl/praca/junior-frontend-developer-krakow,oferta,1003786507?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",5000.0,12000.0,PLN,8500.0
Analityk Wdrożeniowy,Transition Technologies–Systems Sp. z o. o.,2025-01-04,6500–9000,"['Enterprise Architect', 'SQL', 'BPMN', 'UML']","https://www.pracuj.pl/praca/analityk-wdrozeniowy-warszawa-dzielna-60,oferta,1003805707?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",6500.0,9000.0,PLN,7750.0
Junior C# Developer,Catalogic Software,2025-01-04,5000–10000,"['C#', '.NET Core', 'SQL', 'Entity Framework']","https://www.pracuj.pl/praca/junior-c%23-developer-warszawa-aleje-jerozolimskie-132,oferta,1003787524?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",5000.0,10000.0,PLN,7500.0
GenAI/LLM Internship Program (She/He/They),Accenture Technology,2025-01-04,Brakwynagrodzenia,"['AI', 'LLM', 'GenAI']","https://www.pracuj.pl/praca/genai-llm-internship-program-she-he-they-warszawa,oferta,1003796349?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Junior SQL C# .NET Automation Software Programmer,E80 Group Sp. z o.o.,2025-01-04,Brakwynagrodzenia,"['SQL', 'C#', '.NET']","https://www.pracuj.pl/praca/junior-sql-c%23-net-automation-software-programmer-krakow-profesora-michala-zyczkowskiego-19,oferta,1003805329?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Internship - Java Intern for IoT Solutions,Samsung R&D Institute Poland,2025-01-04,Brakwynagrodzenia,"['Java', 'Spring', 'SQL', 'HTML', 'CSS', 'JavaScript', 'Linux']","https://www.pracuj.pl/praca/internship-java-intern-for-iot-solutions-warszawa-plac-europejski-1,oferta,1003782004?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Młodszy/-a Konsultant/-ka Service Desk,Axians IT Poland Sp. z o.o.,2025-01-04,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-a-konsultant-ka-service-desk-warszawa-staniewicka-12,oferta,1003805046?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Junior React Developer,QUERCUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-01-04,Brakwynagrodzenia,"['React.js', 'JavaScript', 'Git']","https://www.pracuj.pl/praca/junior-react-developer-lodz-prezydenta-gabriela-narutowicza-34,oferta,1003781551?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Junior Java Developer,QUERCUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-01-04,Brakwynagrodzenia,"['Java', 'Spring Framework', 'Spring Boot', 'JPA', 'Hibernate', 'REST', 'JMS API', 'Kubernetes', 'Docker']","https://www.pracuj.pl/praca/junior-java-developer-lodz-prezydenta-gabriela-narutowicza-34,oferta,1003781545?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Junior Node.js Developer,QUERCUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-01-04,Brakwynagrodzenia,"['Node.js', 'JavaScript', 'npm', 'Git', 'Express', 'NestJS', 'MongoDB', 'MySQL', 'REST']","https://www.pracuj.pl/praca/junior-node-js-developer-lodz-prezydenta-gabriela-narutowicza-34,oferta,1003781540?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Customer Technical Support with English - Back office,Concentrix CVG International Sp. z o.o.,2025-01-03,4800,"""""","https://www.pracuj.pl/praca/customer-technical-support-with-english-back-office-szczecin-plac-brama-portowa-1,oferta,1003804581?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",4800.0,,PLN,4800.0
Młodszy specjalista / Młodsza specjalistka ds. helpdesk,Poznański Park Naukowo-Technologiczny Fundacji UAM,2025-01-03,Brakwynagrodzenia,['Windows Server'],"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-helpdesk-poznan,oferta,1003813394?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Młodszy Programista Testów Automatycznych,AXA IT Solutions,2025-01-03,7500–13440,"['Selenium', 'HTML', 'REST API']","https://www.pracuj.pl/praca/mlodszy-programista-testow-automatycznych-warszawa-chlodna-51,oferta,1003776472?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",7500.0,13440.0,PLN,10470.0
Tester manualny / Testerka manualna,SOFTRA SYSTEMY INFORMATYCZNE WOJCIECH LEWANDOWSKI,2025-01-03,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/tester-manualny-testerka-manualna-poznan-swietego-michala-43,oferta,1003813091?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Młodszy analityk danych logistycznych,C.H. Robinson,2025-01-03,Brakwynagrodzenia,"['SQL', 'Python']","https://www.pracuj.pl/praca/mlodszy-analityk-danych-logistycznych-gliwice,oferta,1003795045?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Programista,TechniSat Digital Sp. z.o.o,2025-01-03,Brakwynagrodzenia,"['C#', 'SQL', 'JavaScript', 'Visual Studio', 'XML', 'Json', 'ETL (SSIS)', 'Java', 'MySQL', 'T-SQL', 'Git']","https://www.pracuj.pl/praca/programista-siemianice-pow-trzebnicki-poznanska-2,oferta,1003797515?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Brak tytułu,Wipro IT Services,2025-01-03,Brakwynagrodzenia,"""""",Brak linku,,,PLN,
Junior IT Helpdesk Specialist,RITS Professional Services Sp. z o.o.,2025-01-03,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/junior-it-helpdesk-specialist-warszawa-zelazna-51-53,oferta,1003812936?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Młodszy Analityk IT,Wielton SA,2025-01-03,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-analityk-it-wielun-fabryczna-8,oferta,1003794979?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Junior Software Developer,BESO LUX SP Z O O,2025-01-03,Brakwynagrodzenia,"['Python', 'Git']","https://www.pracuj.pl/praca/junior-software-developer-lodz-ulica-generala-jaroslawa-dabrowskiego-234,oferta,1003794950?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Junior Fullstack (Java) Developer,Smart4Aviation,2025-01-03,Brakwynagrodzenia,"['Java', 'Vue.js', 'Spring Framework', 'Hibernate', 'JavaScript']","https://www.pracuj.pl/praca/junior-fullstack-java-developer-krakow-krolewska-57,oferta,1003797403?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Specjalista ds. IT,BESO LUX SP Z O O,2025-01-03,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/specjalista-ds-it-lodz-ulica-generala-jaroslawa-dabrowskiego-234,oferta,1003794925?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Mł. Specjalista /Mł. Specjalistka ds. Bezpieczeństwa SOC L1,T-Mobile,2025-01-03,Brakwynagrodzenia,"['HTTP', 'SSH', 'SMTP', 'DNS', 'Windows', 'Linux', 'Unix']","https://www.pracuj.pl/praca/ml-specjalista-ml-specjalistka-ds-bezpieczenstwa-soc-l1-warszawa-marynarska-12,oferta,1003812766?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Junior C# developer (m/k),SANHA Polska Sp. z o. o.,2025-01-03,Brakwynagrodzenia,"['.NET', 'C#', 'REST', 'SQL']","https://www.pracuj.pl/praca/junior-c%23-developer-m-k-legnica-poznanska-49,oferta,1003803457?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Programista / Programistka Java,MIND YOUR SOFT sp. z o.o.,2025-01-03,11000–19000,"""""","https://www.pracuj.pl/praca/programista-programistka-java-wroclaw,oferta,1003794462?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",11000.0,19000.0,PLN,15000.0
Junior Application Software Developer (m/f/d),Diehl Controls Polska,2025-01-03,Brakwynagrodzenia,"['VB.NET', 'C#']","https://www.pracuj.pl/praca/junior-application-software-developer-m-f-d-namyslow-kazimierza-pulaskiego-6,oferta,1003794209?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Brak tytułu,ING Bank Śląski S.A.,2025-01-03,Brakwynagrodzenia,['SQL'],Brak linku,,,PLN,
Junior Project Manager,Pratt & Whitney Rzeszów S.A,2025-01-03,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/junior-project-manager-rzeszow,oferta,1003811915?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Młodszy Specjalista ds. IT,HRK S.A.,2025-01-03,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-specjalista-ds-it-warszawa,oferta,1003796436?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Stanowisko ds. ryzyka informatycznego ICT,Mazovia Bank Spółdzielczy,2025-01-03,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/stanowisko-ds-ryzyka-informatycznego-ict-gora-kalwaria,oferta,1003796407?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Junior IT Support Engineer,Experis,2025-01-03,Brakwynagrodzenia,['Active Directory'],"https://www.pracuj.pl/praca/junior-it-support-engineer-warszawa,oferta,1003811767?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Młodszy Programista Android,EXORIGO UPOS S.A.,2025-01-03,Brakwynagrodzenia,"['Java', 'Kotlin', 'Android SDK', 'Android Studio', 'Gradle', 'C', 'C++', 'Python', 'PHP', 'Git', 'SVN']","https://www.pracuj.pl/praca/mlodszy-programista-android-gliwice-bojkowska-35,oferta,1003793911?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Carve-out Data Administrator,ZF Group,2025-01-03,Brakwynagrodzenia,"['SharePoint', 'Power Automate', 'Power Apps', 'Power BI']","https://www.pracuj.pl/praca/carve-out-data-administrator-czestochowa-ekonomiczna-19,oferta,1003793866?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Specjalista wsparcia informatycznego,PAWEŁ BORUCH SUNSECO,2025-01-03,Brakwynagrodzenia,"['Linux', 'Windows Server']","https://www.pracuj.pl/praca/specjalista-wsparcia-informatycznego-krakow,oferta,1003811552?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Młodszy specjalista ds. aplikacji biznesowych,Tubes International Sp. z o.o.,2025-01-03,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-specjalista-ds-aplikacji-biznesowych-poznan-bystra-15a,oferta,1003802944?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Mobilny technik serwisu,"""ALIBABA"" CENTRUM SERWISOWE sp. z o.o.",2025-01-03,6500–7400,"""""","https://www.pracuj.pl/praca/mobilny-technik-serwisu-lodz,oferta,1003781937?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",6500.0,7400.0,PLN,6950.0
Młodszy Operator ds. Monitoringu Sieci IT,Aplitt Sp. z o.o.,2025-01-03,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-operator-ds-monitoringu-sieci-it-gdansk-arkonska-11,oferta,1003811285?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Junior Python Test Developer,Experis,2025-01-03,8400–14112złnetto(+VAT)/mies.,['Python'],"https://www.pracuj.pl/praca/junior-python-test-developer-gdansk,oferta,1003793540?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",8400.0,14112.0,PLN,11256.0
Customer Support Advisor with German,Concentrix CVG International Sp. z o.o.,2025-01-03,7000–7500złbrutto/mies.,"""""","https://www.pracuj.pl/praca/customer-support-advisor-with-german-szczecin,oferta,1003793516?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",7000.0,7500.0,PLN,7250.0
.NET Junior Developer,HALFBIT sp. z o.o.,2025-01-02,Brakwynagrodzenia,"['.NET', 'PostgreSQL']","https://www.pracuj.pl/praca/net-junior-developer-ostrow-wielkopolski,oferta,1003810563?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Junior C# Software Developer,Instytut Studiów Programistycznych S.A.,2025-01-02,Brakwynagrodzenia,"['SQL', 'C#', '.NET']","https://www.pracuj.pl/praca/junior-c%23-software-developer-warszawa-brukselska-14,oferta,1003788832?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Technik Informatyk,LipCo Foods: SuperDrob | CPF Poland,2025-01-02,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/technik-informatyk-lukow,oferta,1003810427?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Junior Data Analyst,"North of South Capital, LLP",2025-01-02,Brakwynagrodzenia,['Microsoft Excel'],"https://www.pracuj.pl/praca/junior-data-analyst-borkowo-pow-gdanski-sadowa-12-a,oferta,1003810306?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Specjalista ds. IT – 1 linia wsparcia,Emil Frey Polska Sp. z o.o.,2025-01-02,Brakwynagrodzenia,['Active Directory'],"https://www.pracuj.pl/praca/specjalista-ds-it-1-linia-wsparcia-warszawa-migdalowa-4,oferta,1003792481?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Asystent Helpdesk,Devire,2025-01-02,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/asystent-helpdesk-warszawa,oferta,1003809994?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Administratorka / Administrator baz danych Oracle,PKO Bank Polski SA,2025-01-02,Brakwynagrodzenia,"['PostgreSQL', 'MySQL', 'Oracle', 'SQL']","https://www.pracuj.pl/praca/administratorka-administrator-baz-danych-oracle-warszawa-chmielna-89,oferta,1003792363?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Pracownik biura obsługi abonenta i pomocy technicznej,"STOWARZYSZENIE TELEWIZJI KABLOWEJ ""RET-SAT 1""",2025-01-02,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/pracownik-biura-obslugi-abonenta-i-pomocy-technicznej-lodz-balonowa-38,oferta,1003800383?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Administrator SAP,NIRAS SP. Z O.O.,2025-01-02,Brakwynagrodzenia,['SAP'],"https://www.pracuj.pl/praca/administrator-sap-wroclaw-strzegomska-138,oferta,1003809440?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Software Engineering Internship Program 2025,Dell Technologies,2025-01-02,Brakwynagrodzenia,"['Python', 'C', 'C++', 'Golang', 'Java', 'SQL', 'NoSQL']","https://www.pracuj.pl/praca/software-engineering-internship-program-2025-warszawa-inflancka-4a,oferta,1003791415?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Programista / Programistka Flutter,CODEHOME sp. z o.o.,2025-01-01,4800–11200,"['Flutter', 'Dart', 'RESTful API']","https://www.pracuj.pl/praca/programista-programistka-flutter-warszawa-plac-bankowy-2,oferta,1003783533?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",4800.0,11200.0,PLN,8000.0
Konsultant Serwisowy SAP MM,All for One Poland,2025-01-01,Brakwynagrodzenia,['SAP'],"https://www.pracuj.pl/praca/konsultant-serwisowy-sap-mm-zlotniki-pow-poznanski,oferta,1003792986?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Płatny staż w dziale IT (IT Service Desk Consultant),Glamox sp. z o.o.,2025-01-01,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/platny-staz-w-dziale-it-it-service-desk-consultant-krakow,oferta,1003792803?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Trainee in Global IT Contracts,DSV ISS,2025-01-01,Brakwynagrodzenia,['Microsoft Excel'],"https://www.pracuj.pl/praca/trainee-in-global-it-contracts-warszawa-tasmowa-10,oferta,1003790686?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
HR IT Service Desk Agent with German,Advisory Group TEST Human Resources,2025-01-01,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/hr-it-service-desk-agent-with-german-krakow,oferta,1003790187?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
Junior Machine Learning Engineer,SENSORBITE PROSTA S.A.,2025-01-01,Brakwynagrodzenia,"['JavaScript', 'Python', 'PostgreSQL', 'GitLab']","https://www.pracuj.pl/praca/junior-machine-learning-engineer-warszawa,oferta,1003781942?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
The RedCompass Labs Academy – Business Analyst / Consultant,RedCompass Labs,2025-01-01,8000złbrutto/mies.,"""""","https://www.pracuj.pl/praca/the-redcompass-labs-academy-business-analyst-consultant-warszawa-prosta-20,oferta,1003791548?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",8000.0,,PLN,8000.0
Help Desk with German,Genpact PL,2025-01-01,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/help-desk-with-german-wroclaw,oferta,1003789359?s=885d2942&searchId=MTczNjI5ODAzNzczNS4yMjE0",,,PLN,
