Tytuł,Firma,Data opublikowania,Wynagrodzenie,Technologie,Link,Wynagrodzenie_min,Wynagrodzenie_max,Waluta,Wynagrodzenie_avg
Wsparcie Działu Helpdesk,DPD Polska,2024-12-23,Brakwynagrodzenia,['Active Directory'],"https://www.pracuj.pl/praca/wsparcie-dzialu-helpdesk-warszawa-mineralna-5,oferta,1003776339?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",,,PLN,
Administrator Systemów IT,Exanet Sp. z o.o. Sp. k.,2024-12-23,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/administrator-systemow-it-poznan-winogrady-70a,oferta,1003776151?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",,,PLN,
Brak tytułu,ARCHICOM S A,2024-12-23,Brakwynagrodzenia,"""""",Brak linku,,,PLN,
Specjalista / Specjalistka ds. Systemów Skomputeryzowanych,Polpharma S.A.,2024-12-23,Brakwynagrodzenia,"['Microsoft Excel', 'PowerApps', 'PowerAutomate']","https://www.pracuj.pl/praca/specjalista-specjalistka-ds-systemow-skomputeryzowanych-starogard-gdanski,oferta,1003775419?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",,,PLN,
Młodszy tester,Balticon SA,2024-12-23,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-tester-gdynia-tadeusza-wendy-15,oferta,1003786967?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",,,PLN,
Low-code Developer,SALES HR,2024-12-20,Brakwynagrodzenia,"['SQL', 'HTML']","https://www.pracuj.pl/praca/low-code-developer-krakow,oferta,1003796112?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",,,PLN,
Programista .NET/SQL,Asseco Business Solutions S.A.,2024-12-19,Brakwynagrodzenia,"['.NET', 'C#', 'T-SQL']","https://www.pracuj.pl/praca/programista-net-sql-lublin-konrada-wallenroda-4c,oferta,1003783150?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",,,PLN,
Młodszy specjalista / Młodsza specjalistka ds. wsparcia systemów analityki wideo - helpdesk,EKOTRADE sp. z o.o.,2024-12-19,Brakwynagrodzenia,['Microsoft Excel'],"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-wsparcia-systemow-analityki-wideo-he-warszawa,oferta,1003795021?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",,,PLN,
Praktykant/ka w dziale wsparcia użytkownika IT,NEONET S.A. w restrukturyzacji,2024-12-18,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/praktykant-ka-w-dziale-wsparcia-uzytkownika-it-pabianice-logistyczna-7,oferta,1003780876?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",,,PLN,
Młodszy Specjalista ds. Telekomunikacyjnych,Omega Enterprise Services,2024-12-18,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-specjalista-ds-telekomunikacyjnych-sekocin-nowy-pow-pruszkowski-aleja-krakowska-61a,oferta,1003779595?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",,,PLN,
Młodszy Specjalista ds. wsparcia IT z j. niemieckim,COMSET SPÓŁKA AKCYJNA,2024-12-17,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-specjalista-ds-wsparcia-it-z-j-niemieckim-krakow,oferta,1003778297?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",,,PLN,
Młodszy konsultant ds. oprogramowania finansowo-księgowego,Asseco Business Solutions S.A.,2024-12-16,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-konsultant-ds-oprogramowania-finansowo-ksiegowego-warszawa-adama-branickiego-13,oferta,1003774571?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",,,PLN,
Asystent / Asystentka ds. wsparcia technicznego - HelpDesk,Biletyna.pl,2024-12-11,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/asystent-asystentka-ds-wsparcia-technicznego-helpdesk-blizne-jasinskiego-pow-warszawski-zachodni-tadeusza-kosciuszki-23,oferta,1003781389?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",,,PLN,
Analityk bezpieczeństwa - I Linia SOC,CYBER360 sp. z o.o.,2024-12-10,Brakwynagrodzenia,"['PowerShell', 'Logstash', 'Elasticsearch', 'Windows Server', 'Linux']","https://www.pracuj.pl/praca/analityk-bezpieczenstwa-i-linia-soc-gdynia-wladyslawa-iv-43,oferta,1003779310?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",,,PLN,
Tester manualny / Testerka manualna,Alfavox Sp. z o.o.,2024-12-10,Brakwynagrodzenia,"['Python', 'JavaScript']","https://www.pracuj.pl/praca/tester-manualny-testerka-manualna-poznan,oferta,1003778209?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",,,PLN,
Chatbot Developer,Alfavox Sp. z o.o.,2024-12-10,Brakwynagrodzenia,"['Python', 'JavaScript']","https://www.pracuj.pl/praca/chatbot-developer-poznan,oferta,1003778191?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",,,PLN,
Młodszy Specjalista ds. systemów informatycznych,OPEC Sp. z o. o.,2024-12-10,5500–5900złbrutto/mies.,"""""","https://www.pracuj.pl/praca/mlodszy-specjalista-ds-systemow-informatycznych-gdynia-opata-hackiego-14,oferta,1003746536?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",5500.0,5900.0,PLN,5700.0
Amazon Virtual Assistant (VA) for Seller Central,CETIAN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2024-12-10,5000–5500złbrutto/mies.,['Microsoft Excel'],"https://www.pracuj.pl/praca/amazon-virtual-assistant-va-for-seller-central-warszawa-kolska-9a,oferta,1003778011?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",5000.0,5500.0,PLN,5250.0
Graphic Designer - Video Editor,"""CENTRUM SŁUCHU I MOWY"" - sp. z o.o.",2024-12-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/graphic-designer-video-editor-kajetany-pow-pruszkowski-mokra-7,oferta,1003777723?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",,,PLN,
Junior Tester Manualny w branży IT,SALES HR,2024-12-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/junior-tester-manualny-w-branzy-it-krakow,oferta,1003777287?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",,,PLN,
Elektronik,Centrum Badań i Rozwoju Technologii dla Przemysłu S.A.,2024-12-09,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/elektronik-krakow-christo-botewa-6c,oferta,1003776763?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",,,PLN,
Młodszy Programista C++,Centrum Badań i Rozwoju Technologii dla Przemysłu S.A.,2024-12-09,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-programista-c%2b%2b-krakow-christo-botewa-6c,oferta,1003776735?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",,,PLN,
Asystent ds. wdrożeń ze znajomością języka słowackiego,Centrum Oprogramowania dla Usług Społecznych - CODUS sp. z o.o.,2024-12-09,4500–5500,"['Internet', 'CODUS']","https://www.pracuj.pl/praca/asystent-ds-wdrozen-ze-znajomoscia-jezyka-slowackiego-rzeszow,oferta,1003774501?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",4500.0,5500.0,PLN,5000.0
Asystent ds. wdrożeń ze znajomością języka słowackiego,Centrum Oprogramowania dla Usług Społecznych - CODUS sp. z o.o.,2024-12-09,4500–5500,"['Internet', 'CODUS']","https://www.pracuj.pl/praca/asystent-ds-wdrozen-ze-znajomoscia-jezyka-slowackiego-krakow-podgorska-1,oferta,1003774496?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",4500.0,5500.0,PLN,5000.0
Oferta testowa Pracuj.pl 2401182200,Firma testowa PD,2024-09-17,3490–4000,"['Windows Server', 'SQL', 'PowerShell']","https://www.pracuj.pl/praca/oferta-testowa-pracuj-pl-2401182200-cierzpiety-pow-mragowski,oferta,1002872568?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2",3490.0,4000.0,PLN,3745.0
Customer Technical Support with English - Back office,Concentrix CVG International Sp. z o.o.,2025-01-08,4800,"""""","https://www.pracuj.pl/praca/customer-technical-support-with-english-back-office-szczecin-plac-brama-portowa-1,oferta,1003804581?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",4800.0,,PLN,4800.0
Junior Cloud Engineer,Reply Polska Sp. z o.o.,2025-01-08,5000–9000złbrutto/mies.,"['Terraform', 'Docker', 'Java', 'Bash', 'AWS', 'Redis', 'Jira', 'Confluence']","https://www.pracuj.pl/praca/junior-cloud-engineer-katowice-wroclawska-54,oferta,1003804267?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",5000.0,9000.0,PLN,7000.0
Stażysta / Stażystka w dziale Customer Onboarding Team,eRecruiter,2025-01-08,4500–5000złbrutto/mies.,"""""","https://www.pracuj.pl/praca/stazysta-stazystka-w-dziale-customer-onboarding-team-warszawa-prosta-68,oferta,1003822005?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",4500.0,5000.0,PLN,4750.0
RPA Developer,FLOBOTICS sp. z o.o.,2025-01-08,60–100złnetto(+VAT)/godz.,"['uipath', 'rpa']","https://www.pracuj.pl/praca/rpa-developer-warszawa-mlynarska-8-12,oferta,1003821972?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",60.0,100.0,PLN,80.0
Junior C++ Developer,SQUARE ONE RESOURCES sp. z o.o.,2025-01-08,75–90złnetto(+VAT)/godz.,"['C++', 'AUTOSAR']","https://www.pracuj.pl/praca/junior-c%2b%2b-developer-warszawa-pulawska-2,oferta,1003801295?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",75.0,90.0,PLN,82.5
Internship - Automotive Platform Developer,Samsung R&D Institute Poland,2025-01-08,Brakwynagrodzenia,"['Java', 'C++']","https://www.pracuj.pl/praca/internship-automotive-platform-developer-warszawa-plac-europejski-1,oferta,1003821826?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Junior Data Engineer,PUMANTA sp. z o.o.,2025-01-08,Brakwynagrodzenia,"['SQL', 'Snowflake Data Cloud', 'Oracle', 'Python']","https://www.pracuj.pl/praca/junior-data-engineer-warszawa-szczesliwicka-29,oferta,1003783376?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Opiekun Klienta Systemu DMS,ROUNDBYTE sp. z o.o.,2025-01-08,5000–6500,"['Microsoft 365', 'SQL']","https://www.pracuj.pl/praca/opiekun-klienta-systemu-dms-poznan-wroclawska-12,oferta,1003783373?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",5000.0,6500.0,PLN,5750.0
Junior Delivery Engineer,MASTERBORN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-01-08,5000–10000,"['SQL', 'csv', 'json', 'xml', 'tlog', 'Parquet', 'Python']","https://www.pracuj.pl/praca/junior-delivery-engineer-wroclaw-krupnicza-13,oferta,1003789035?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",5000.0,10000.0,PLN,7500.0
Brak tytułu,TRANSITION TECHNOLOGIES PSC S.A,2025-01-08,Brakwynagrodzenia,"['Adobe Illustrator', 'Adobe Photoshop', 'Adobe InDesign']",Brak linku,,,PLN,
Junior Software Engineer (Embedded),Adtran,2025-01-08,10000–13000złbrutto/mies.,"['C', 'C++', 'Linux']","https://www.pracuj.pl/praca/junior-software-engineer-embedded-gdynia-luzycka-8c,oferta,1003797895?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",10000.0,13000.0,PLN,11500.0
Quality Analyst with German,TATA CONSULTANCY SERVICES LIMITED S.A. ODDZIAŁ W POLSCE,2025-01-08,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/quality-analyst-with-german-warszawa-przyokopowa-33,oferta,1003821521?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Administrator systemów ERP i B2B,EXSO Sp. z o.o.,2025-01-08,4700–7000,['SQL'],"https://www.pracuj.pl/praca/administrator-systemow-erp-i-b2b-wroclaw-minska-38,oferta,1003821479?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",4700.0,7000.0,PLN,5850.0
Junior C# Software Developer,Instytut Studiów Programistycznych S.A.,2025-01-08,Brakwynagrodzenia,"['SQL', 'C#', '.NET']","https://www.pracuj.pl/praca/junior-c%23-software-developer-warszawa-brukselska-14,oferta,1003788832?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Staż #Konica Minolta Adventure w dziale Technicznym - Obszar Serwisu Bydgoszcz,Konica Minolta Business Solutions Polska,2025-01-08,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/staz-%23konica-minolta-adventure-w-dziale-technicznym-obszar-serwisu-bydgoszcz-bydgoszcz,oferta,1003821332?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Tester manualny,HIRELY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-01-08,8500–10500złnetto(+VAT)/mies.,"['SoapUI', 'SQL']","https://www.pracuj.pl/praca/tester-manualny-wroclaw-plac-teatralny-1,oferta,1003797684?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",8500.0,10500.0,PLN,9500.0
Engagement Manager,ITDS Polska Sp. z o.o.,2025-01-08,15000–22000,"['Microsoft Office', 'Adobe Creative Suite', 'Adobe Premiere']","https://www.pracuj.pl/praca/engagement-manager-krakow,oferta,1003790759?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",15000.0,22000.0,PLN,18500.0
Specjalista / Specjalistka ds. Serwisu - Marcos TMS,Marcos Bis Sp. z o.o.,2025-01-08,Brakwynagrodzenia,"['Windows Server', 'Microsoft SQL Server', 'SQL']","https://www.pracuj.pl/praca/specjalista-specjalistka-ds-serwisu-marcos-tms-katowice-powstancow-19,oferta,1003821220?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Młodszy analityk danych logistycznych,C.H. Robinson,2025-01-08,Brakwynagrodzenia,"['SQL', 'Python']","https://www.pracuj.pl/praca/mlodszy-analityk-danych-logistycznych-gliwice,oferta,1003795045?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Administrator Sieci i Systemów,CLICO Sp. z o.o.,2025-01-08,Brakwynagrodzenia,"['Active Directory', 'VMware']","https://www.pracuj.pl/praca/administrator-sieci-i-systemow-warszawa,oferta,1003797486?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Młodszy Analityk IT,Wielton SA,2025-01-08,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-analityk-it-wielun-fabryczna-8,oferta,1003794979?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Specjalista Microsoft Power Apps,Izopanel Sp. z o.o.,2025-01-08,Brakwynagrodzenia,"['Power Automate', 'SQL', 'SharePoint', 'Dynamics 365']","https://www.pracuj.pl/praca/specjalista-microsoft-power-apps-gdansk,oferta,1003820863?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Mł. Specjalista /Mł. Specjalistka ds. Bezpieczeństwa SOC L1,T-Mobile,2025-01-08,Brakwynagrodzenia,"['HTTP', 'SSH', 'SMTP', 'DNS', 'Windows', 'Linux', 'Unix']","https://www.pracuj.pl/praca/ml-specjalista-ml-specjalistka-ds-bezpieczenstwa-soc-l1-warszawa-marynarska-12,oferta,1003812766?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Młodszy specjalista / Młodsza specjalistka ds. wsparcia IT / HelpDesk,M3 GROUP sp. z o.o.,2025-01-08,4700–4800,"""""","https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-wsparcia-it-helpdesk-wroclaw-strzegomska-52b,oferta,1003820698?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",4700.0,4800.0,PLN,4750.0
L1 Service Desk Analyst with German,Infosys Poland Sp. z o.o.,2025-01-08,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/l1-service-desk-analyst-with-german-krakow,oferta,1003820673?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Junior Java/Kotlin Developer,Arvato,2025-01-08,Brakwynagrodzenia,"['Java', 'Kotlin']","https://www.pracuj.pl/praca/junior-java-kotlin-developer-poznan-wierzbiecice-1b,oferta,1003788324?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Asystent ds. wsparcia IT (praca dla studenta),Znak Gdańsk sp. z o.o.,2025-01-08,4880–5368złbrutto/mies.,"""""","https://www.pracuj.pl/praca/asystent-ds-wsparcia-it-praca-dla-studenta-gdansk-potegowska-12,oferta,1003820313?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",4880.0,5368.0,PLN,5124.0
Programista systemów EAM,AOMATION sp. z o.o.,2025-01-08,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/programista-systemow-eam-wroclaw,oferta,1003820237?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
SOC Analyst,ZOOLA TECH POLAND sp. z o.o.,2025-01-08,Brakwynagrodzenia,"['New Relic', 'Splunk', 'Jira', 'Confluence', 'Slack', 'PagerDuty', 'ServiceNow']","https://www.pracuj.pl/praca/soc-analyst-wroclaw-mosiezna-23,oferta,1003809817?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Płatny Staż - Project Management (dział Mobility),Robert Bosch Sp. z o.o.,2025-01-08,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/platny-staz-project-management-dzial-mobility-warszawa-jutrzenki-105,oferta,1003820151?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Młodszy Specjalista ds. IT,Artimod spółka akcyjna,2025-01-08,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-specjalista-ds-it-warszawa,oferta,1003820124?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Staż Analityczny,Grupa ERGO Hestia,2025-01-08,Brakwynagrodzenia,"['SQL', 'Python']","https://www.pracuj.pl/praca/staz-analityczny-sopot-hestii-1,oferta,1003820021?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Młodszy specjalista helpdesk,Maspex,2025-01-08,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-specjalista-helpdesk-wadowice-fryderyka-chopina-10,oferta,1003819978?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
IT Support Engineer (2nd line),NOVOMATIC Technologies Poland Sp. z o.o.,2025-01-08,5000–8000,"['Windows Server', 'SQL', 'Linux']","https://www.pracuj.pl/praca/it-support-engineer-2nd-line-zabierzow-pow-krakowski-krakowska-368,oferta,1003796663?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",5000.0,8000.0,PLN,6500.0
Informatyk,Agro-Sieć Maszyny Sp. z o.o.,2025-01-08,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/informatyk-torun,oferta,1003819786?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Młodszy Specjalista ds. Wsparcia IT,AP SOLANO SOBCZAK Spółka Komandytowa,2025-01-08,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-specjalista-ds-wsparcia-it-gora-kalwaria,oferta,1003819762?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Junior Application Software Developer (m/f/d),Diehl Controls Polska,2025-01-08,Brakwynagrodzenia,"['VB.NET', 'C#']","https://www.pracuj.pl/praca/junior-application-software-developer-m-f-d-namyslow-kazimierza-pulaskiego-6,oferta,1003794209?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Junior UI Developer,Acturis Poland Sp. z o.o.,2025-01-08,Brakwynagrodzenia,"['HTML', 'CSS', 'Java']","https://www.pracuj.pl/praca/junior-ui-developer-wroclaw-legnicka-48f,oferta,1003800103?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
ML Ops with Azure / Databricks,SQUARE ONE RESOURCES sp. z o.o.,2025-01-08,110–125złnetto(+VAT)/godz.,"['ML', 'Python', 'SQL', 'Databricks', 'ML Ops', 'Microsoft Azure']","https://www.pracuj.pl/praca/ml-ops-with-azure-databricks-warszawa-pulawska-2,oferta,1003819495?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",110.0,125.0,PLN,117.5
Junior C# Developer,Catalogic Software,2025-01-08,5000–10000,"['C#', '.NET Core', 'SQL', 'Entity Framework']","https://www.pracuj.pl/praca/junior-c%23-developer-warszawa-aleje-jerozolimskie-132,oferta,1003787524?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",5000.0,10000.0,PLN,7500.0
Junior IT Support Engineer,Experis,2025-01-08,Brakwynagrodzenia,['Active Directory'],"https://www.pracuj.pl/praca/junior-it-support-engineer-warszawa,oferta,1003811767?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Carve-out Data Administrator,ZF Group,2025-01-08,Brakwynagrodzenia,"['SharePoint', 'Power Automate', 'Power Apps', 'Power BI']","https://www.pracuj.pl/praca/carve-out-data-administrator-czestochowa-ekonomiczna-19,oferta,1003793866?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Customer Service Advisor with Dutch,Capita (Polska) Sp. z o.o.,2025-01-08,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/customer-service-advisor-with-dutch-lodz-aleja-marsz-jozefa-pilsudskiego-24,oferta,1003819037?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Internship - Java Intern for IoT Solutions,Samsung R&D Institute Poland,2025-01-08,Brakwynagrodzenia,"['Java', 'Spring', 'SQL', 'HTML', 'CSS', 'JavaScript', 'Linux']","https://www.pracuj.pl/praca/internship-java-intern-for-iot-solutions-warszawa-plac-europejski-1,oferta,1003782004?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Junior Backend Developer,SUPERFUND TECHNOLOGIES sp. z o.o.,2025-01-08,Brakwynagrodzenia,"['Java', 'PostgreSQL']","https://www.pracuj.pl/praca/junior-backend-developer-krakow-zablocie-25,oferta,1003818950?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Paid Spring Internship - .Net/Testing,Aspire Systems Poland,2025-01-08,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/paid-spring-internship-net-testing-gdansk-aleja-grunwaldzka-472c,oferta,1003796123?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Młodszy specjalista / Młodsza specjalistka ds. wsparcia IT / HelpDesk,SEMACO,2025-01-08,Brakwynagrodzenia,['Microsoft Excel'],"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-wsparcia-it-helpdesk-krakow-osiedle-szkolne-19a,oferta,1003818653?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
"Software Engineer - Infrastructure, Commerce",Google,2025-01-08,Brakwynagrodzenia,['SQL'],"https://www.pracuj.pl/praca/software-engineer-infrastructure-commerce-warszawa-emilii-plater-53,oferta,1003789463?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2",,,PLN,
Specjalista / Specjalistka ds. Testów,Sygnity S.A.,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/specjalista-specjalistka-ds-testow-warszawa-postepu-17b,oferta,1003807681?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Młodszy Programista,MAP solutions Sp. z o.o.,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-programista-legionowo,oferta,1003807649?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Specjalista ds. informatyki (k/m),Polskie Sieci Elektroenergetyczne S.A.,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/specjalista-ds-informatyki-k-m-warszawa-aleje-jerozolimskie-132,oferta,1003788290?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Asystent kierownika projektów,GT GROUP TOMASZEK SP. Z O.O.,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/asystent-kierownika-projektow-lancut-cetnarskiego-35,oferta,1003827992?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Konsultant SAP SD/MM,IT CONNECT Sp. z o.o. Sp. k.,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/konsultant-sap-sd-mm-warszawa,oferta,1003788190?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
SOC Analyst,ZOOLA TECH POLAND sp. z o.o.,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/soc-analyst-wroclaw-mosiezna-23,oferta,1003809817?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Specjalista ds. inwentaryzacji,APART Sp. z o.o.,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/specjalista-ds-inwentaryzacji-suchy-las-pow-poznanski,oferta,1003812197?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Marketing Automation Intern,5 BONSAI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/marketing-automation-intern-warszawa-konstruktorska-12,oferta,1003787805?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Konsultant ds. utrzymania systemów ERP (moduł logistyka i sprzedaż),Asseco Business Solutions S.A.,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/konsultant-ds-utrzymania-systemow-erp-modul-logistyka-i-sprzedaz-lublin-konrada-wallenroda-4c,oferta,1003827425?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Młodszy specjalista ds. integracji danych,Asseco Business Solutions S.A.,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-specjalista-ds-integracji-danych-lublin-konrada-wallenroda-4c,oferta,1003827366?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Junior Project Manager,Pratt & Whitney Rzeszów S.A,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/junior-project-manager-rzeszow,oferta,1003811915?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Junior DevOps Engineer (with German),Rite NRG sp. z o.o.,2025-01-10,14000–21840,"""""","https://www.pracuj.pl/praca/junior-devops-engineer-with-german-wroclaw-ksawerego-liskego-7,oferta,1003792091?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",14000.0,21840.0,PLN,17920.0
